job_title,company_size,job_category,description,city,country,remote_work,annual_salary_usd,demand_score,posting_year,required_skills,source,url
Multimodal AI Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Fine-tuning|PyTorch|APIs|Research,Singapore,Singapore,Hybrid,194000.0,90,2026,Fine-tuning|PyTorch|APIs|Research,Kaggle AI Jobs,
AI Compliance Manager,SME (51-500),Governance,Governance - Legal Knowledge|Auditing|Documentation|EU AI Act|Risk Management|Statistics|Research,Toronto,Canada,Fully Remote,100000.0,68,2026,Legal Knowledge|Auditing|Documentation|EU AI Act|Risk Management|Statistics|Research,Kaggle AI Jobs,
LLM Engineer,Startup (1-50),AI Engineering,AI Engineering - LLM APIs|Fine-tuning|Vector DBs|Python|Prompt Engineering|Research|Linux|Communication,London,UK,Hybrid,160000.0,98,2026,LLM APIs|Fine-tuning|Vector DBs|Python|Prompt Engineering|Research|Linux|Communication,Kaggle AI Jobs,
AI Engineer,SME (51-500),AI Engineering,AI Engineering - Docker|LLM Integration|Python|Git,Sydney,Australia,Fully Remote,126000.0,95,2025,Docker|LLM Integration|Python|Git,Kaggle AI Jobs,
AI Security Engineer,Enterprise (5000+),Security,Security - Risk Analysis|Red Teaming|Python|ML Security|Cybersecurity|Leadership,Sydney,Australia,Fully Remote,208000.0,80,2025,Risk Analysis|Red Teaming|Python|ML Security|Cybersecurity|Leadership,Kaggle AI Jobs,
NLP Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - LLMs|BERT|Text Processing|Linux|Communication|Statistics,Tokyo,Japan,Hybrid,216000.0,91,2025,LLMs|BERT|Text Processing|Linux|Communication|Statistics,Kaggle AI Jobs,
Deep Learning Engineer,Enterprise (5000+),AI Engineering,AI Engineering - CUDA|GPU Computing|Neural Networks|PyTorch|Python|SQL|Problem Solving,San Francisco,USA,Hybrid,324000.0,89,2025,CUDA|GPU Computing|Neural Networks|PyTorch|Python|SQL|Problem Solving,Kaggle AI Jobs,
LLM Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|RAG|Fine-tuning|Vector DBs|LLM APIs|Problem Solving|Agile|Research,Singapore,Singapore,Hybrid,160000.0,98,2026,Python|RAG|Fine-tuning|Vector DBs|LLM APIs|Problem Solving|Agile|Research,Kaggle AI Jobs,
Deep Learning Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Neural Networks|GPU Computing|CUDA|Python|Communication|Leadership|Cloud,Paris,France,Hybrid,179000.0,89,2026,Neural Networks|GPU Computing|CUDA|Python|Communication|Leadership|Cloud,Kaggle AI Jobs,
AI Agent Developer,Big Tech (FAANG+),AI Engineering,AI Engineering - LangChain|AutoGen|Tool Use|Python|APIs|Planning Systems|Problem Solving,Remote,Global,On-site,229000.0,96,2026,LangChain|AutoGen|Tool Use|Python|APIs|Planning Systems|Problem Solving,Kaggle AI Jobs,
AI Solutions Architect,Big Tech (FAANG+),Architecture,Architecture - Leadership|ML|Cloud|Research,Dubai,UAE,Hybrid,213000.0,84,2026,Leadership|ML|Cloud|Research,Kaggle AI Jobs,
Senior ML Engineer,Enterprise (5000+),AI Engineering,AI Engineering - LLM Fine-tuning|Distributed Systems|PyTorch|Git|Cloud,Austin,USA,Hybrid,307000.0,96,2025,LLM Fine-tuning|Distributed Systems|PyTorch|Git|Cloud,Kaggle AI Jobs,
Senior ML Engineer,Startup (1-50),AI Engineering,AI Engineering - LLM Fine-tuning|System Design|Distributed Systems|Research|SQL,Zurich,Switzerland,Hybrid,253000.0,96,2025,LLM Fine-tuning|System Design|Distributed Systems|Research|SQL,Kaggle AI Jobs,
AI Ethics Officer,Big Tech (FAANG+),Governance,Governance - Ethics Frameworks|Communication|Risk Assessment|Research,San Francisco,USA,On-site,177000.0,72,2025,Ethics Frameworks|Communication|Risk Assessment|Research,Kaggle AI Jobs,
Robotics Engineer (AI),Mid-size (501-5000),Robotics,Robotics - Python|C++|Computer Vision|ROS|Linux,Beijing,China,On-site,125000.0,76,2026,Python|C++|Computer Vision|ROS|Linux,Kaggle AI Jobs,
AI Ethics Officer,Startup (1-50),Governance,Governance - AI Policy|Ethics Frameworks|Research|Linux|Research|Git,Seattle,USA,On-site,159000.0,72,2026,AI Policy|Ethics Frameworks|Research|Linux|Research|Git,Kaggle AI Jobs,
AI Solutions Architect,Big Tech (FAANG+),Architecture,Architecture - Python|Leadership|ML|SQL|Problem Solving|Research,New York,USA,Fully Remote,344000.0,84,2026,Python|Leadership|ML|SQL|Problem Solving|Research,Kaggle AI Jobs,
Robotics Engineer (AI),Mid-size (501-5000),Robotics,Robotics - Control Systems|Simulation|Python|Computer Vision|C++|ROS|Agile|Problem Solving|Research,Toronto,Canada,Hybrid,149000.0,76,2026,Control Systems|Simulation|Python|Computer Vision|C++|ROS|Agile|Problem Solving|Research,Kaggle AI Jobs,
AI Ethics Officer,Mid-size (501-5000),Governance,Governance - Ethics Frameworks|Research|AI Policy|Statistics,Los Angeles,USA,Hybrid,144000.0,72,2026,Ethics Frameworks|Research|AI Policy|Statistics,Kaggle AI Jobs,
Generative AI Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Fine-tuning|GenAI APIs|Diffusion Models|Deployment|Cloud,Singapore,Singapore,Fully Remote,232000.0,95,2026,Fine-tuning|GenAI APIs|Diffusion Models|Deployment|Cloud,Kaggle AI Jobs,
AI Infrastructure Eng,Mid-size (501-5000),Infrastructure,Infrastructure - Kubernetes|Distributed Systems|CUDA|Networking|Cloud|SQL|Statistics|Leadership,Berlin,Germany,Hybrid,140000.0,85,2025,Kubernetes|Distributed Systems|CUDA|Networking|Cloud|SQL|Statistics|Leadership,Kaggle AI Jobs,
AI Product Manager,Startup (1-50),Product,Product - Product Strategy|Data Analysis|Stakeholder Mgmt|Statistics|Git,Singapore,Singapore,Hybrid,145000.0,85,2026,Product Strategy|Data Analysis|Stakeholder Mgmt|Statistics|Git,Kaggle AI Jobs,
Data Scientist,Startup (1-50),Data Science,Data Science - Statistics|SQL|Data Visualization|Research|Cloud|SQL,Seattle,USA,Fully Remote,216000.0,92,2025,Statistics|SQL|Data Visualization|Research|Cloud|SQL,Kaggle AI Jobs,
AI Product Manager,Startup (1-50),Product,Product - AI Literacy|Agile|Data Analysis|Statistics|SQL|Leadership,Berlin,Germany,Fully Remote,140000.0,85,2025,AI Literacy|Agile|Data Analysis|Statistics|SQL|Leadership,Kaggle AI Jobs,
Deep Learning Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Neural Networks|TensorFlow|Python|Git|Research,Chicago,USA,On-site,216000.0,89,2025,Neural Networks|TensorFlow|Python|Git|Research,Kaggle AI Jobs,
AI Business Analyst,Startup (1-50),Business,Business - Communication|Python|Data Visualization|SQL|Problem Solving,Singapore,Singapore,On-site,95000.0,78,2026,Communication|Python|Data Visualization|SQL|Problem Solving,Kaggle AI Jobs,
RAG Engineer,Startup (1-50),AI Engineering,AI Engineering - Vector DBs|LLMs|LangChain|Statistics|Problem Solving|Communication,Paris,France,Hybrid,145000.0,94,2025,Vector DBs|LLMs|LangChain|Statistics|Problem Solving|Communication,Kaggle AI Jobs,
AI Ethics Officer,Big Tech (FAANG+),Governance,Governance - AI Policy|Research|Ethics Frameworks|Risk Assessment|Communication|Agile|SQL,Bangalore,India,Fully Remote,110000.0,72,2025,AI Policy|Research|Ethics Frameworks|Risk Assessment|Communication|Agile|SQL,Kaggle AI Jobs,
Multimodal AI Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Python|Fine-tuning|Vision-Language Models|Research|Cloud,Los Angeles,USA,Hybrid,360000.0,90,2025,Python|Fine-tuning|Vision-Language Models|Research|Cloud,Kaggle AI Jobs,
Deep Learning Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|Neural Networks|TensorFlow|CUDA|GPU Computing|Linux|Problem Solving|Communication,Sydney,Australia,Hybrid,229000.0,89,2025,Python|Neural Networks|TensorFlow|CUDA|GPU Computing|Linux|Problem Solving|Communication,Kaggle AI Jobs,
AI Agent Developer,Startup (1-50),AI Engineering,AI Engineering - Planning Systems|AutoGen|LangChain|Python|APIs|Tool Use|Cloud,Amsterdam,Netherlands,Hybrid,170000.0,96,2026,Planning Systems|AutoGen|LangChain|Python|APIs|Tool Use|Cloud,Kaggle AI Jobs,
AI Solutions Architect,Big Tech (FAANG+),Architecture,Architecture - Cloud|Leadership|Python|Linux|Cloud,Toronto,Canada,On-site,384000.0,84,2025,Cloud|Leadership|Python|Linux|Cloud,Kaggle AI Jobs,
AI Infrastructure Eng,Enterprise (5000+),Infrastructure,Infrastructure - Distributed Systems|Networking|Cloud|CUDA|Storage|Research,Austin,USA,On-site,307000.0,85,2026,Distributed Systems|Networking|Cloud|CUDA|Storage|Research,Kaggle AI Jobs,
Deep Learning Engineer,SME (51-500),AI Engineering,AI Engineering - TensorFlow|GPU Computing|Python|Problem Solving|Research|SQL,Amsterdam,Netherlands,Hybrid,141000.0,89,2026,TensorFlow|GPU Computing|Python|Problem Solving|Research|SQL,Kaggle AI Jobs,
Data Engineer (AI),Big Tech (FAANG+),Data Engineering,Data Engineering - Feature Stores|Airflow|Spark|Python|dbt|ETL|SQL|Statistics|Communication,Toronto,Canada,Hybrid,130000.0,88,2026,Feature Stores|Airflow|Spark|Python|dbt|ETL|SQL|Statistics|Communication,Kaggle AI Jobs,
RAG Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - LLMs|Python|Search Systems|LangChain|Embeddings|Research,Austin,USA,On-site,336000.0,94,2025,LLMs|Python|Search Systems|LangChain|Embeddings|Research,Kaggle AI Jobs,
Senior Data Scientist,Startup (1-50),Data Science,Data Science - Leadership|Advanced Statistics|Deep Learning|Causal Inference|Python|Cloud,Austin,USA,Hybrid,177000.0,90,2026,Leadership|Advanced Statistics|Deep Learning|Causal Inference|Python|Cloud,Kaggle AI Jobs,
AI Engineer,Startup (1-50),AI Engineering,AI Engineering - LLM Integration|Docker|Python|Cloud (AWS/GCP/Azure)|PyTorch|Statistics|Linux,Austin,USA,Fully Remote,125000.0,95,2026,LLM Integration|Docker|Python|Cloud (AWS/GCP/Azure)|PyTorch|Statistics|Linux,Kaggle AI Jobs,
AI Security Engineer,Enterprise (5000+),Security,Security - Cybersecurity|Risk Analysis|ML Security|Problem Solving|Communication|Research,Seattle,USA,Hybrid,270000.0,80,2025,Cybersecurity|Risk Analysis|ML Security|Problem Solving|Communication|Research,Kaggle AI Jobs,
Multimodal AI Engineer,SME (51-500),AI Engineering,AI Engineering - Python|APIs|Vision-Language Models|PyTorch|Fine-tuning|Problem Solving,San Francisco,USA,Fully Remote,190000.0,90,2025,Python|APIs|Vision-Language Models|PyTorch|Fine-tuning|Problem Solving,Kaggle AI Jobs,
Robotics Engineer (AI),Startup (1-50),Robotics,Robotics - ROS|Computer Vision|Control Systems|Simulation|SQL|Statistics|Cloud,Berlin,Germany,Fully Remote,137000.0,76,2025,ROS|Computer Vision|Control Systems|Simulation|SQL|Statistics|Cloud,Kaggle AI Jobs,
LLM Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Fine-tuning|Vector DBs|Python|LLM APIs|Prompt Engineering|RAG|SQL|Research,London,UK,Hybrid,193000.0,98,2026,Fine-tuning|Vector DBs|Python|LLM APIs|Prompt Engineering|RAG|SQL|Research,Kaggle AI Jobs,
Prompt Engineer,Startup (1-50),AI Engineering,AI Engineering - LLM APIs|Documentation|NLP|Prompt Design|Git|Problem Solving,Singapore,Singapore,Fully Remote,109000.0,82,2026,LLM APIs|Documentation|NLP|Prompt Design|Git|Problem Solving,Kaggle AI Jobs,
AI Product Manager,Mid-size (501-5000),Product,Product - Product Strategy|Agile|Stakeholder Mgmt|Data Analysis|AI Literacy|Communication,Tokyo,Japan,Hybrid,175000.0,85,2026,Product Strategy|Agile|Stakeholder Mgmt|Data Analysis|AI Literacy|Communication,Kaggle AI Jobs,
NLP Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Transformers|BERT|Python|Text Processing|LLMs|Hugging Face|Agile,Los Angeles,USA,Fully Remote,348000.0,91,2026,Transformers|BERT|Python|Text Processing|LLMs|Hugging Face|Agile,Kaggle AI Jobs,
Multimodal AI Engineer,Enterprise (5000+),AI Engineering,AI Engineering - PyTorch|APIs|Fine-tuning|Vision-Language Models|Problem Solving|Agile|Research,Dubai,UAE,Fully Remote,300000.0,90,2026,PyTorch|APIs|Fine-tuning|Vision-Language Models|Problem Solving|Agile|Research,Kaggle AI Jobs,
AI Compliance Manager,SME (51-500),Governance,Governance - Legal Knowledge|Auditing|Documentation|Risk Management|Cloud,Toronto,Canada,Fully Remote,137000.0,68,2025,Legal Knowledge|Auditing|Documentation|Risk Management|Cloud,Kaggle AI Jobs,
AI Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - PyTorch|LLM Integration|Docker|Problem Solving|Cloud,Bangalore,India,Hybrid,100000.0,95,2025,PyTorch|LLM Integration|Docker|Problem Solving|Cloud,Kaggle AI Jobs,
Senior Data Scientist,Mid-size (501-5000),Data Science,Data Science - Python|Causal Inference|Advanced Statistics|Leadership|Deep Learning|Git|Agile,London,UK,Fully Remote,157000.0,90,2026,Python|Causal Inference|Advanced Statistics|Leadership|Deep Learning|Git|Agile,Kaggle AI Jobs,
AI Compliance Manager,SME (51-500),Governance,Governance - Auditing|Documentation|EU AI Act|Legal Knowledge|Git,Zurich,Switzerland,Fully Remote,100000.0,68,2025,Auditing|Documentation|EU AI Act|Legal Knowledge|Git,Kaggle AI Jobs,
Data Engineer (AI),SME (51-500),Data Engineering,Data Engineering - ETL|Feature Stores|Airflow|Python|dbt|Communication|Linux,Berlin,Germany,Fully Remote,156000.0,88,2025,ETL|Feature Stores|Airflow|Python|dbt|Communication|Linux,Kaggle AI Jobs,
Senior Data Scientist,Enterprise (5000+),Data Science,Data Science - Leadership|Causal Inference|ML|Python|Deep Learning|Advanced Statistics|Git,London,UK,Fully Remote,200000.0,90,2026,Leadership|Causal Inference|ML|Python|Deep Learning|Advanced Statistics|Git,Kaggle AI Jobs,
AI Solutions Architect,Startup (1-50),Architecture,Architecture - System Design|Enterprise Architecture|Cloud|Linux|Problem Solving,Tokyo,Japan,Hybrid,180000.0,84,2025,System Design|Enterprise Architecture|Cloud|Linux|Problem Solving,Kaggle AI Jobs,
RAG Engineer,SME (51-500),AI Engineering,AI Engineering - Embeddings|Vector DBs|Python|Git,Paris,France,Hybrid,145000.0,94,2025,Embeddings|Vector DBs|Python|Git,Kaggle AI Jobs,
AI Engineer,SME (51-500),AI Engineering,AI Engineering - Docker|Cloud (AWS/GCP/Azure)|PyTorch|Python|Linux,Beijing,China,On-site,100000.0,95,2026,Docker|Cloud (AWS/GCP/Azure)|PyTorch|Python|Linux,Kaggle AI Jobs,
RAG Engineer,SME (51-500),AI Engineering,AI Engineering - LLMs|Vector DBs|Search Systems|Python|Cloud|Git,Beijing,China,Hybrid,145000.0,94,2026,LLMs|Vector DBs|Search Systems|Python|Cloud|Git,Kaggle AI Jobs,
ML Engineer,SME (51-500),AI Engineering,AI Engineering - PyTorch|MLOps|Python|Kubernetes|Research,Dubai,UAE,On-site,194000.0,97,2026,PyTorch|MLOps|Python|Kubernetes|Research,Kaggle AI Jobs,
Robotics Engineer (AI),SME (51-500),Robotics,Robotics - Control Systems|C++|Computer Vision|Python|ROS|Research|Agile,Tokyo,Japan,On-site,125000.0,76,2026,Control Systems|C++|Computer Vision|Python|ROS|Research|Agile,Kaggle AI Jobs,
AI Research Scientist,Startup (1-50),Research,Research - Mathematics|Publishing|PyTorch|Research|Python|Statistics,Dubai,UAE,On-site,115000.0,88,2025,Mathematics|Publishing|PyTorch|Research|Python|Statistics,Kaggle AI Jobs,
AI Agent Developer,Enterprise (5000+),AI Engineering,AI Engineering - APIs|Python|Planning Systems|Cloud|Research,New York,USA,On-site,261000.0,96,2026,APIs|Python|Planning Systems|Cloud|Research,Kaggle AI Jobs,
AI Compliance Manager,Big Tech (FAANG+),Governance,Governance - Legal Knowledge|Risk Management|Auditing|SQL|Leadership|Agile,Boston,USA,Hybrid,240000.0,68,2025,Legal Knowledge|Risk Management|Auditing|SQL|Leadership|Agile,Kaggle AI Jobs,
Generative AI Engineer,Enterprise (5000+),AI Engineering,AI Engineering - GenAI APIs|Python|Fine-tuning|Cloud,Berlin,Germany,Hybrid,150000.0,95,2025,GenAI APIs|Python|Fine-tuning|Cloud,Kaggle AI Jobs,
AI Engineer,Startup (1-50),AI Engineering,AI Engineering - PyTorch|Docker|LLM Integration|Python|Research,Bangalore,India,Fully Remote,100000.0,95,2026,PyTorch|Docker|LLM Integration|Python|Research,Kaggle AI Jobs,
RAG Engineer,Startup (1-50),AI Engineering,AI Engineering - Search Systems|Vector DBs|Embeddings|LLMs|Research|Leadership,Remote,Global,Hybrid,154000.0,94,2025,Search Systems|Vector DBs|Embeddings|LLMs|Research|Leadership,Kaggle AI Jobs,
Prompt Engineer,Enterprise (5000+),AI Engineering,AI Engineering - NLP|Documentation|Prompt Design|LLM APIs|Problem Solving|Leadership,Remote,Global,Hybrid,162000.0,82,2026,NLP|Documentation|Prompt Design|LLM APIs|Problem Solving|Leadership,Kaggle AI Jobs,
AI Agent Developer,Mid-size (501-5000),AI Engineering,AI Engineering - AutoGen|APIs|LangChain|Python|Tool Use|Planning Systems|Git,Bangalore,India,On-site,155000.0,96,2026,AutoGen|APIs|LangChain|Python|Tool Use|Planning Systems|Git,Kaggle AI Jobs,
LLM Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|LLM APIs|RAG|Research|Cloud|Agile,Berlin,Germany,Hybrid,289000.0,98,2026,Python|LLM APIs|RAG|Research|Cloud|Agile,Kaggle AI Jobs,
MLOps Engineer,Enterprise (5000+),ML Operations,ML Operations - Docker|Cloud|Python|Cloud,Seattle,USA,Hybrid,212000.0,93,2026,Docker|Cloud|Python|Cloud,Kaggle AI Jobs,
AI Business Analyst,Big Tech (FAANG+),Business,Business - Communication|Business Analysis|SQL|Python|Data Visualization|Communication|SQL,Amsterdam,Netherlands,Hybrid,123000.0,78,2025,Communication|Business Analysis|SQL|Python|Data Visualization|Communication|SQL,Kaggle AI Jobs,
AI Research Scientist,Enterprise (5000+),Research,Research - Mathematics|Research|Publishing|Deep Learning|PyTorch|Agile|Cloud,Zurich,Switzerland,Hybrid,152000.0,88,2026,Mathematics|Research|Publishing|Deep Learning|PyTorch|Agile|Cloud,Kaggle AI Jobs,
Generative AI Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Diffusion Models|LLMs|GenAI APIs|Communication|Agile|Leadership,London,UK,Hybrid,228000.0,95,2025,Diffusion Models|LLMs|GenAI APIs|Communication|Agile|Leadership,Kaggle AI Jobs,
AI Compliance Manager,SME (51-500),Governance,Governance - Legal Knowledge|Risk Management|Documentation|Auditing|EU AI Act|Leadership|Problem Solving|Agile,Tokyo,Japan,On-site,100000.0,68,2026,Legal Knowledge|Risk Management|Documentation|Auditing|EU AI Act|Leadership|Problem Solving|Agile,Kaggle AI Jobs,
ML Engineer,Startup (1-50),AI Engineering,AI Engineering - PyTorch|TensorFlow|MLOps|SQL|Kubernetes|Problem Solving|Linux,Chicago,USA,On-site,231000.0,97,2026,PyTorch|TensorFlow|MLOps|SQL|Kubernetes|Problem Solving|Linux,Kaggle AI Jobs,
Senior ML Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Distributed Systems|System Design|Python|MLOps|Communication,Austin,USA,Fully Remote,246000.0,96,2026,Distributed Systems|System Design|Python|MLOps|Communication,Kaggle AI Jobs,
Deep Learning Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - GPU Computing|CUDA|PyTorch|Agile,Toronto,Canada,Hybrid,258000.0,89,2025,GPU Computing|CUDA|PyTorch|Agile,Kaggle AI Jobs,
Senior ML Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - PyTorch|MLOps|Distributed Systems|System Design|Linux|SQL|Communication,London,UK,Hybrid,353000.0,96,2025,PyTorch|MLOps|Distributed Systems|System Design|Linux|SQL|Communication,Kaggle AI Jobs,
NLP Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Python|Hugging Face|BERT|Linux|Agile|Cloud,Zurich,Switzerland,Fully Remote,348000.0,91,2026,Python|Hugging Face|BERT|Linux|Agile|Cloud,Kaggle AI Jobs,
AI Solutions Architect,Startup (1-50),Architecture,Architecture - Cloud|ML|System Design|Python|Leadership|Statistics|SQL|Linux,Paris,France,Fully Remote,255000.0,84,2025,Cloud|ML|System Design|Python|Leadership|Statistics|SQL|Linux,Kaggle AI Jobs,
Generative AI Engineer,SME (51-500),AI Engineering,AI Engineering - Python|GenAI APIs|Deployment|Diffusion Models|Cloud|Git,Chicago,USA,On-site,196000.0,95,2026,Python|GenAI APIs|Deployment|Diffusion Models|Cloud|Git,Kaggle AI Jobs,
Senior ML Engineer,Enterprise (5000+),AI Engineering,AI Engineering - MLOps|PyTorch|Distributed Systems|System Design|LLM Fine-tuning|Python|SQL,Boston,USA,Hybrid,374400.0,96,2025,MLOps|PyTorch|Distributed Systems|System Design|LLM Fine-tuning|Python|SQL,Kaggle AI Jobs,
Generative AI Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Fine-tuning|GenAI APIs|Python|Diffusion Models|Agile|Research|Git,Bangalore,India,Fully Remote,150000.0,95,2026,Fine-tuning|GenAI APIs|Python|Diffusion Models|Agile|Research|Git,Kaggle AI Jobs,
